,Unnamed: 0,tweet_id,date,text,user,preproc
95,95,1532043280120160256,2022-06-01 16:55:56+00:00,"@Uzyboy_ É que tem outras técnicas pra isso

No caso do python, ele é muito fácil de bagunçar começando pelo fato de não ter chaves {} pra definir escopo, usando só identação

Java e C# vc pode dividir o código em métodos de nomes auto-explicativos, e usar nomes bons nas variáveis globais",Klyte45,uzyboy _ técnico pra casar python fácil bagunçar começar fato chave pra definir escopo usar identação java c vc dividir código método nome auto explicativo nome bom variável global
96,96,1532042569714216964,2022-06-01 16:53:07+00:00,"@calalleni @lskbr o @dunossauro regularmente faz lives falando sobre Python e coisas relacionadas.
https://t.co/33FjrUVQUI",luzfcb,calalleni lskbr dunossauro regularmente lives falar python coisa relacionar https t co fjruvqui
97,97,1532042307205210113,2022-06-01 16:52:04+00:00,"@joaovillalobos Tenho, mas comprei para o meu filho. É ele que mexe nisso. Anda a aprender Python e pediu-me um raspberry para automatizar o autoclismo porque se esquecia sempre de o puxar.",klassified,joaovillalobos comprar filhar mexer nisso andar aprender python pedir raspberry automatizar autoclismo esquecer puxar
98,98,1532042091337027585,2022-06-01 16:51:13+00:00,"@calalleni Se você aprender melhor por livros, eu recomendo o ""Introdução à Programação com Python: Algoritmos e Lógica de Programação Para iniciantes"" escrito pelo @lskbr https://t.co/fWOGPQsio1",luzfcb,calalleni aprender melhor livro recomendar introdução programação python algoritmo lógico programação iniciantes escrever lskbr https t co fwogpqsio
99,99,1532039776353849344,2022-06-01 16:42:01+00:00,"Essa coisa do biroliro querer fazer ""perguntas combinadas"" nos debates me fez imaginar ele ERRANDO ao responder essas perguntas combinadas a lá Monthy Python:
""Qual sua cor favorita?""
""Azul!... Não, verde! Droga!""",MrSaints619,biroliro querer perguntar combinar debater imaginar errar responder perguntar combinar monthy python cor favorito azul ver drogar
100,100,1532036735147843586,2022-06-01 16:29:56+00:00,"Sou do time de Python, mesmo não sabendo a linguagem https://t.co/ibz4AKfmBA",TheDevick,time python saber linguagem https t co ibz akfmba
101,101,1532030409265102848,2022-06-01 16:04:47+00:00,"ainda pensando em qual linguagem eu vou focar, python ou java? outra?",twdsorry,pensar linguagem ir focar python java
102,102,1532029771307261955,2022-06-01 16:02:15+00:00,@Israel_ol7 Tem que saber algum tipo de programação pra começar no Python?,MarcioOshiroLHP,israel_ol algum programação pra começar python
103,103,1532028243494174724,2022-06-01 15:56:11+00:00,"@coproduto Live de Python. Toda semana é um aprendizado diferente, mesmo se for sobre um assunto que já conheço",gean_dreson,coproduto live python semana aprendizado diferente assunto conhecer
104,104,1532026230047920129,2022-06-01 15:48:11+00:00,@pattstarlight Essa putaria toda pra mandar o cara acertar uma senha predefinida ? Nunca q eu saio do python pra ir pra essa família do C,errorNumber09,pattstarlight putaria pra mandar caro acertar senha predefinir q sair python pra pra família c
105,105,1532025353182629888,2022-06-01 15:44:42+00:00,"Python &gt;&gt;&gt;

Print('melhor linguagem de programação!')",hobbit_ent,python gt gt gt print melhor linguagem programação
106,106,1532022178417455104,2022-06-01 15:32:05+00:00,"Vaguinha passando na sua tl! 👨‍💻🗣️📣

#bolhadev #python

Repo: backendbr
Postado em: 01/06/2022
Tags: CLT - Pleno - Python

Sobre a Passei Direto

Prazer, somos a **PD**, parte do ecossistema **UOL EdTech** e ...

Link: https://t.co/L8wjRR55Mt",tech_diobis,vaguinha passar tl bolhadev python repo backendbr postar tags clt pleno python passar direto prazer pd ecossistema uol edtech link https t co l wjrr mt
107,107,1532022036427681793,2022-06-01 15:31:31+00:00,"Com Django e Python, criei um joguinho chamado Guess My Choice que advinha qual item você memorizou: https://t.co/f8juwKKO5N

Fiz o deploy no Heroku.
Está sem um bom front end ainda, mas já é responsivo pra mobile.",mayconblopes,django python criar jogo chamar guess my choice advir item memorizar https t co f juwkko n fazer deploy heroku front end responsivo pra mobilar
108,108,1532021687998218240,2022-06-01 15:30:08+00:00,Ataque de “typosquatting” em um dos módulos Python mais  populares: o módulo “requests” registra 50 milhões de instalações  semanais através do PyPI e a técnica de typosquatting se baseia  em erros de digitação comuns ao se digitar em um teclado. Um  único ator malicioso teria,BotDeschamps,atacar typosquatting módulo python popular módulo requests registrar milhão instalação semanal pypi técnico typosquatting basear erro digitação comum digitar teclado único ator malicioso ter
109,109,1532019731791855616,2022-06-01 15:22:22+00:00,"Finally, sinceramente não sei a resistência que o povo tem a python (apesar do que sou suspeito pra falar, basicamente só uso python) https://t.co/duj63HIxz0",guilherme2k15,finally sinceramente resistência python apesar suspeitar pra falar basicamente usar python https t co duj hixz
110,110,1532016263437877249,2022-06-01 15:08:35+00:00,"@NihilFuck @simasware Opa, primeiro trampo com programação, estagiário, todo trampo me jogavam no meio e que se lasque, entrei como estágio de python, primeiro trampo, tudo em php, chorei sangue mas fiz, segundo trampo, integração de loja novamente em php, que se lasque...",Sheep666DKM,nihilfuck simasware opar trampo programação estagiário trampo jogar lascar entrar estágio python trampo php chorar sangue fazer trampo integração loja novamente php lascar
111,111,1532014293851553793,2022-06-01 15:00:45+00:00,"3 horas para fazer o pycharm rodar com o python, tudo pq esqueci de marcar uma caixinha, 3 horas :s",laira_zaine,horar pycharm rodar python pq esquecer marcar caixa horar s
112,112,1532013417514643459,2022-06-01 14:57:16+00:00,@calalleni Pq existem tarefas cotidianas nesse segmento que Python pode ajudar.,celin_js,calalleni pq existir tarefar cotidiano segmentar python ajudar
113,113,1532013081303339010,2022-06-01 14:55:56+00:00,"to macacando pra usar if e while no python pqp, estudar saporra direito aq em casa,  esperar aula é burrice",nagisafagg,to macacando pra if while python pqp estudar saporra direito aq casar esperar aula burrice
114,114,1532007564598198275,2022-06-01 14:34:01+00:00,"Primeira palestra da trilha de IA e Machine Learning muito interessante, mostrando a criação de uma assistente virtual com #Python e integrando com Slack #thedevconf",senhor_caveira,palestrar trilhar ir machine learning interessante mostrar criação assistente virtual python integrar slack thedevconf
115,115,1532003731507748866,2022-06-01 14:18:47+00:00,"seguinte tl

alguém dá um pequeno projeto/script em python pra eu fazer

eu simplesmente não consigo tirar um projeto do cy pra estudar essa porra e to cansado de ficar lendo aulinha de docs",irarabarbara,seguinte tl alguém pequeno projeto script python pra simplesmente conseguir tirar projeto cy pra estudar porra to cansar ficar ler aula docs
116,116,1532003213418848256,2022-06-01 14:16:43+00:00,"Programar em python é assim:

Opa faltou um TAB
AAAAAAAA ERRO DE INDENTAÇÃO
af não quer ler essa linha, as era só dar mais um TAB",SeixasBrunos,programar python opar faltar tab aaaaaaaa errar indentação af ler linha tab
117,117,1532003020417925122,2022-06-01 14:15:57+00:00,"@jejeu_lucs @pequeno_jovem @matheuss_mso algum recrutador até caçando gente, as provas são em inglês porém são bem de boas, aí tem por exemplo exame de js, Java, python, web, MySQL... Enfim

O resto é só esperar os recrutadores ou se candidatar em vagas que for achando, entrevista não vai faltar pra tu",arthurandoyou,jejeu_lucs pequeno_jovem matheuss_mso algum recrutador caçar gente provar inglês bom exame js java python web mysql enfim restar esperar recrutador candidatar vago achar entrevisto faltar pra
118,118,1532002136929730561,2022-06-01 14:12:27+00:00,"Qual a relação entre Gols Esperados(xG) e Posse de Bola(Poss) e sua influência na temporada?
O gráfico abaixo analisa esta relação nos dados dos campeões da 5 maiores ligas europeias.

#python #soccer #seaborn #matplotlib

Fonte: @fbref 
Código: https://t.co/g2hyqLnhyI https://t.co/4Axl11Nll8",saulo_foot,gols esperar xg posse bolar poss influência temporada gráfico abaixar analisar dar campeão maior ligar europeu python soccer seaborn matplotlib fonte fbref código https t co g hyqlnhyi https t co axl nll
119,119,1532001391782281216,2022-06-01 14:09:29+00:00,Se não fosse o drama da morte e destruição seria digno de um sketch dos Monty Python. https://t.co/VFtktihbvN,mwbaalbek,ser drama morte destruição dignar sketch monty python https t co vftktihbvn
120,120,1532001338703364101,2022-06-01 14:09:17+00:00,"@Cardoso Python é brabo, assim, lento pra caralho, mas é brabo. Ainda lembro quando eu descobri que thread faz python ficar mais lento",matheusori,cardoso python brabo lentar pra caralho brabo lembrar descobrir thread python ficar lentar
121,121,1532001320303042560,2022-06-01 14:09:12+00:00,@theluisribeiro Se não fosse o drama da morte e destruição seria digno de um sketch dos Monty Python.,mwbaalbek,theluisribeiro ser drama morte destruição dignar sketch monty python
122,122,1531999991316852739,2022-06-01 14:03:55+00:00,"Pelo amor de deus S3rgi0, eu sou estudante de DIREITO pra QUE eu vou estudar sobre programação em Python???",calalleni,amor deus s rgi estudante direito pra ir estudar programação python
123,123,1531997748802854918,2022-06-01 13:55:01+00:00,@iagxferreira Quero inserir um código em Python e executar ele 24/7.,Marcosgcr,iagxferreira inserir código python executar
124,124,1531996830011105280,2022-06-01 13:51:22+00:00,"@Marcosgcr depende do que você quer fazer, tem como utilizar a google cloud pra rodar seus notebooks em python, caso você queira deployar algum serviço existem outras soluções como o heroku",iagxferreira,marcosgcr depender utilizar google cloud pra rodar notebooks python casar querer deployar algum serviço existir solução heroku
125,125,1531995065400406016,2022-06-01 13:44:21+00:00,"Entraram no meu git e levaram 3 hello world, um em html, um em JavaScript e um em Python. Lamentável",webtoc,entrar git levar hello world html javascript python lamentável
